RA,Ano,Pedra,Defasagem,INDE,IAN,IDA,IEG,IAA,IPS,IPV,Target_Risco,IPP
RA-624,2023,,-1,,5.0,8.6,9.2,9.0,7.52,8.39,1,8.90625
RA-776,2023,,-1,,5.0,3.5,7.0,0.0,7.52,7.223333333,1,7.8125
RA-600,2023,,-1,,5.0,7.2,8.4,8.5,7.52,8.056666667,1,8.28125
RA-1056,2023,,0,,10.0,8.1,9.6,8.5,7.52,8.113333333,0,7.96875
RA-791,2023,,-2,,5.0,5.3,8.1,0.0,7.52,7.723333333,1,7.8125
RA-601,2023,,0,,10.0,8.7,10.0,9.0,7.52,8.336666667,0,9.0625
RA-762,2023,,-2,,5.0,5.8,9.1,10.0,3.14,7.67,1,7.8125
RA-778,2023,,-1,,5.0,8.2,7.9,8.5,7.52,8.62,1,8.90625
RA-628,2023,,-2,,5.0,9.4,8.9,9.5,7.52,8.45,1,8.28125
RA-606,2023,,-1,,5.0,6.0,8.5,8.5,7.52,8.223333333,1,7.65625
RA-766,2023,,-1,,5.0,8.7,8.7,10.0,4.39,8.336666667,1,9.21875
RA-607,2023,,-1,,5.0,6.8,7.5,8.0,7.52,8.17,1,7.96875
RA-608,2023,,-1,,5.0,6.2,7.5,10.0,7.52,8.113333333,1,7.96875
RA-788,2023,,0,,10.0,6.9,9.8,7.9,2.52,8.283333333,0,7.65625
RA-784,2023,,-1,,5.0,7.3,9.5,10.0,7.52,8.783333333,1,8.125
RA-785,2023,,-1,,5.0,8.8,8.5,9.0,7.52,8.67,1,7.916666667
RA-587,2023,,-1,,5.0,2.7,7.0,8.5,7.52,6.72,1,6.458333333
RA-790,2023,,-2,,5.0,7.4,8.1,0.0,7.52,8.286666667,1,7.083333333
RA-663,2023,,-1,,5.0,7.0,7.4,6.9,7.52,7.393333333,1,6.666666667
RA-664,2023,,-1,,5.0,8.0,9.6,9.0,7.52,8.116666667,1,7.916666667
RA-761,2023,,-1,,5.0,8.4,9.7,9.0,7.52,8.12,1,8.333333333
RA-1057,2023,,0,,10.0,6.3,10.0,10.0,7.52,8.34,0,8.125
RA-629,2023,,-1,,5.0,7.5,9.4,10.0,7.52,7.95,1,7.916666667
RA-832,2023,,-1,,5.0,8.5,9.5,10.0,7.52,8.283333333,1,7.708333333
RA-594,2023,,-1,,5.0,5.8,7.1,8.5,6.27,7.336666667,1,6.875
RA-617,2023,,-1,,5.0,6.9,9.0,0.0,7.52,8.116666667,1,7.708333333
RA-767,2023,,-1,,5.0,6.3,8.3,10.0,7.52,7.446666667,1,7.291666667
RA-1058,2023,,0,,10.0,5.4,8.7,10.0,3.14,7.62,0,7.083333333
RA-747,2023,,-1,,5.0,3.1,8.0,10.0,3.14,6.94,1,6.041666667
RA-827,2023,,-1,,5.0,8.1,8.1,7.9,3.14,8.73,1,8.28125
RA-1059,2023,,-1,,5.0,7.6,9.8,10.0,2.52,8.673333333,1,7.96875
RA-612,2023,,-1,,5.0,9.7,9.7,9.0,3.77,9.286666667,1,9.0625
RA-1060,2023,,-1,,5.0,5.7,8.6,9.0,3.14,8.673333333,1,7.96875
RA-665,2023,,-1,,5.0,5.2,4.9,9.5,2.52,8.226666667,1,8.28125
RA-829,2023,,0,,10.0,8.4,9.4,9.0,3.14,9.23,0,9.21875
RA-1061,2023,,-1,,5.0,9.3,9.7,9.5,3.14,8.836666667,1,8.75
RA-1062,2023,,0,,10.0,6.2,7.7,7.4,3.77,8.503333333,0,8.59375
RA-615,2023,,-1,,5.0,7.6,9.7,10.0,3.14,8.616666667,1,8.28125
RA-833,2023,,-1,,5.0,7.4,9.5,10.0,3.77,8.56,1,8.4375
RA-630,2023,,-1,,5.0,5.7,8.6,9.0,3.77,8.673333333,1,8.28125
RA-752,2023,,-1,,5.0,6.4,9.9,9.5,7.52,9.23,1,7.65625
RA-777,2023,,0,,10.0,6.3,9.3,0.0,7.52,8.84,0,8.28125
RA-1063,2023,,-1,,5.0,5.9,9.5,9.5,7.52,7.89,1,6.40625
RA-764,2023,,0,,10.0,7.8,9.2,0.0,7.52,8.56,0,8.28125
RA-1064,2023,,-1,,5.0,8.6,9.8,8.5,7.52,8.84,1,9.375
RA-1065,2023,,-1,,5.0,7.0,9.6,8.5,7.52,8.84,1,8.4375
RA-772,2023,,-2,,5.0,4.8,7.2,0.0,7.52,8.003333333,1,6.875
RA-781,2023,,-1,,5.0,7.9,9.8,7.5,7.52,9.116666667,1,8.4375
RA-1066,2023,,-1,,5.0,6.2,6.6,8.5,7.52,8.783333333,1,8.4375
RA-1067,2023,,-1,,5.0,5.4,7.9,0.0,7.52,9.006666667,1,8.28125
RA-834,2023,,-1,,5.0,9.2,9.9,9.0,6.27,9.283333333,1,9.6875
RA-722,2023,,-1,,5.0,6.4,9.6,8.5,2.52,8.67,1,8.125
RA-1068,2023,,-1,,5.0,9.0,9.3,8.5,6.89,9.283333333,1,9.166666667
RA-796,2023,,-1,,5.0,5.5,9.8,9.0,6.27,8.336666667,1,7.083333333
RA-1069,2023,,-1,,5.0,7.1,7.8,9.0,7.52,8.226666667,1,8.125
RA-797,2023,,-1,,5.0,7.5,8.6,8.5,7.52,7.233333333,1,6.041666667
RA-647,2023,,-1,,5.0,5.2,8.7,7.3,6.27,8.446666667,1,7.708333333
RA-814,2023,,-1,,5.0,8.2,9.6,9.5,6.89,9.226666667,1,8.333333333
RA-652,2023,,-1,,5.0,7.0,9.4,9.0,6.89,8.446666667,1,8.125
RA-816,2023,,-1,,5.0,8.9,9.8,7.5,7.52,9.283333333,1,9.583333333
RA-640,2023,,-2,,5.0,4.9,7.3,0.0,7.52,8.446666667,1,7.291666667
RA-810,2023,,0,,10.0,6.9,8.5,8.0,7.52,7.836666667,0,5.833333333
RA-643,2023,,-1,,5.0,7.1,8.2,9.5,7.52,7.613333333,1,6.041666667
RA-819,2023,,0,,10.0,9.5,8.3,0.0,7.52,8.893333333,0,8.541666667
RA-1070,2023,,-1,,5.0,5.8,7.8,9.0,3.14,8.67,1,7.708333333
RA-813,2023,,0,,10.0,3.9,8.4,9.5,7.52,8.06,0,8.125
RA-636,2023,,-1,,5.0,9.0,8.3,0.0,5.64,7.446666667,1,8.333333333
RA-798,2023,,-1,,5.0,6.1,8.1,9.0,7.52,6.95,1,6.458333333
RA-799,2023,,-1,,5.0,8.3,9.6,9.5,5.64,8.17,1,8.333333333
RA-815,2023,,-1,,5.0,6.5,8.6,0.0,5.02,7.063333333,1,6.875
RA-637,2023,,-1,,5.0,8.5,9.5,8.0,7.52,8.17,1,8.333333333
RA-638,2023,,-1,,5.0,6.5,9.4,9.0,7.52,7.946666667,1,8.333333333
RA-801,2023,,0,,10.0,7.6,7.5,0.0,7.52,7.12,0,6.875
RA-802,2023,,-1,,5.0,9.4,9.3,8.0,7.52,7.506666667,1,8.333333333
RA-1071,2023,,-1,,5.0,3.5,8.6,9.0,7.52,6.396666667,1,5.625
RA-817,2023,,0,,10.0,5.4,8.8,9.5,6.89,7.89,0,8.125
RA-818,2023,,1,,10.0,6.2,8.4,10.0,7.52,7.613333333,0,8.125
RA-804,2023,,-1,,5.0,6.9,8.6,10.0,6.27,7.173333333,1,5.833333333
RA-645,2023,,-1,,5.0,7.3,8.5,9.0,6.27,8.116666667,1,8.125
RA-479,2023,,0,,10.0,9.7,10.0,9.0,2.52,9.6375,0,9.791666667
RA-493,2023,,0,,10.0,6.0,9.6,9.5,2.52,8.84,0,8.541666667
RA-1072,2023,,0,,10.0,6.7,8.6,9.0,5.0,8.7125,0,8.125
RA-536,2023,,0,,10.0,5.9,9.3,8.0,2.52,9.17,0,8.333333333
RA-1073,2023,,-1,,5.0,6.2,8.8,0.0,2.52,9.045,1,8.333333333
RA-494,2023,,-1,,5.0,6.8,9.0,6.9,2.52,8.71,1,7.708333333
RA-496,2023,,-1,,5.0,8.3,7.1,0.0,5.0,8.71,1,7.916666667
RA-497,2023,,-2,,5.0,3.5,8.7,5.3,2.52,6.885,1,6.25
RA-1074,2023,,-1,,5.0,6.0,9.8,0.0,2.52,7.8775,1,7.083333333
RA-486,2023,,0,,10.0,6.2,6.4,8.4,2.52,8.7525,0,7.5
RA-1075,2023,,-1,,5.0,5.5,9.6,0.0,5.0,9.0025,1,7.708333333
RA-578,2023,,0,,10.0,9.7,10.0,9.0,2.52,9.7625,0,9.791666667
RA-513,2023,,0,,10.0,7.5,9.7,9.5,2.52,9.0075,0,8.541666667
RA-487,2023,,0,,10.0,9.5,9.9,8.5,5.0,9.26,0,9.166666667
RA-1076,2023,,-1,,5.0,8.5,9.7,9.0,2.52,8.8775,1,8.333333333
RA-490,2023,,0,,10.0,5.8,7.9,7.9,2.52,9.0075,0,8.541666667
RA-491,2023,,0,,10.0,5.0,9.6,9.5,2.52,8.3375,0,7.708333333
RA-1077,2023,,0,,10.0,7.3,9.7,0.0,2.52,8.4225,0,8.75
RA-484,2023,,-1,,5.0,3.6,7.5,6.4,2.52,6.8,1,5.416666667
RA-508,2023,,0,,10.0,7.5,8.6,6.4,2.52,8.6725,0,8.333333333
RA-495,2023,,-1,,5.0,7.4,8.4,9.0,2.52,8.755,1,8.541666667
RA-1078,2023,,-2,,5.0,6.4,6.8,5.3,2.52,8.2975,1,8.958333333
RA-340,2023,,-1,,5.0,8.9,9.6,0.0,2.52,8.505,1,9.166666667
RA-1079,2023,,-1,,5.0,7.6,8.1,9.0,2.52,7.13,1,7.083333333
RA-1080,2023,,-1,,5.0,1.5,10.0,7.9,5.0,8.13,1,8.541666667
RA-1081,2023,,-2,,5.0,6.5,10.0,10.0,2.52,8.59,1,8.958333333
RA-1082,2023,,-1,,5.0,5.0,9.5,9.5,2.52,8.4225,1,8.75
RA-1083,2023,,0,,10.0,7.5,10.0,6.8,5.0,8.38,0,8.75
RA-531,2023,,0,,10.0,7.7,10.0,9.5,2.52,8.59,0,8.75
RA-1084,2023,,0,,10.0,6.8,10.0,8.4,2.52,8.38,0,8.75
RA-516,2023,,0,,10.0,9.3,9.8,10.0,2.52,8.7175,0,8.75
RA-348,2023,,-1,,5.0,4.4,8.7,10.0,2.52,8.0075,1,8.541666667
RA-1085,2023,,-1,,5.0,6.7,9.8,0.0,2.52,8.13,1,8.958333333
RA-1086,2023,,-1,,5.0,5.7,9.4,8.5,2.52,8.755,1,8.75
RA-1087,2023,,-1,,5.0,5.4,9.5,10.0,2.52,8.0475,1,8.75
RA-509,2023,,-1,,5.0,8.6,8.1,8.5,2.52,8.84,1,8.958333333
RA-499,2023,,0,,10.0,6.6,10.0,7.9,2.52,8.2975,0,8.75
RA-500,2023,,0,,10.0,7.9,10.0,9.5,2.52,8.7975,0,8.958333333
RA-1088,2023,,-1,,5.0,6.8,9.8,9.5,2.52,7.9225,1,8.75
RA-1089,2023,,0,,10.0,7.0,9.5,9.0,2.52,8.3375,0,8.75
RA-1090,2023,,-1,,5.0,9.0,9.6,9.0,2.52,7.88,1,8.958333333
RA-503,2023,,0,,10.0,8.7,10.0,9.5,2.52,8.255,0,8.75
RA-1091,2023,,-1,,5.0,9.5,9.0,8.5,2.52,9.1725,1,8.958333333
RA-1092,2023,,-1,,5.0,6.9,9.8,7.8,2.52,8.2975,1,8.75
RA-1093,2023,,0,,10.0,9.2,9.3,7.0,2.52,8.2975,0,8.958333333
RA-1094,2023,,0,,10.0,8.5,9.5,7.8,2.52,8.3375,0,8.75
RA-1095,2023,,-1,,5.0,5.3,9.8,0.0,2.52,8.005,1,8.75
RA-324,2023,,0,,10.0,8.4,9.0,5.8,2.52,7.5875,0,8.125
RA-350,2023,,-1,,5.0,9.0,9.7,10.0,2.52,7.92,1,8.958333333
RA-517,2023,,-1,,5.0,6.6,9.0,4.1,2.52,6.7125,1,6.875
RA-325,2023,,0,,10.0,5.6,7.1,0.0,5.0,7.0025,0,8.125
RA-518,2023,,0,,10.0,6.7,8.5,8.5,5.0,6.9175,0,8.125
RA-530,2023,,0,,10.0,5.7,8.8,10.0,5.0,7.46,0,7.708333333
RA-524,2023,,-1,,5.0,8.9,9.2,6.4,2.52,7.42,1,8.333333333
RA-1096,2023,,0,,10.0,9.6,9.9,9.5,2.52,8.0875,0,8.958333333
RA-526,2023,,-1,,5.0,8.8,9.8,9.5,5.0,7.7525,1,8.75
RA-528,2023,,-1,,5.0,8.2,8.5,9.0,5.0,7.92,1,8.75
RA-534,2023,,-1,,5.0,5.4,8.1,0.0,2.52,7.92,1,8.125
RA-1097,2023,,-2,,5.0,5.4,8.6,9.5,5.0,6.96,1,8.125
RA-1098,2023,,-1,,5.0,6.4,9.5,9.5,2.52,7.92,1,8.125
RA-506,2023,,-1,,5.0,8.5,8.1,9.5,5.0,7.92,1,8.958333333
RA-1099,2023,,-1,,5.0,5.2,9.6,9.0,2.52,8.34,1,8.333333333
RA-1100,2023,,0,,10.0,7.1,9.2,10.0,5.0,8.283333333,0,8.541666667
RA-1101,2023,,0,,10.0,5.3,7.2,0.0,5.0,8.116666667,0,8.333333333
RA-1102,2023,,0,,10.0,7.5,9.5,9.5,5.0,7.56,0,7.708333333
RA-363,2023,,-1,,5.0,6.8,9.9,0.0,2.52,8.673333333,1,8.541666667
RA-1103,2023,,0,,10.0,5.0,8.7,9.0,5.0,8.006666667,0,8.333333333
RA-539,2023,,-1,,5.0,8.5,8.6,9.5,2.52,8.84,1,9.166666667
RA-540,2023,,0,,10.0,7.1,8.8,8.5,5.0,8.95,0,8.958333333
RA-574,2023,,0,,10.0,8.1,8.2,6.9,5.0,8.173333333,0,7.916666667
RA-369,2023,,-1,,5.0,4.0,4.1,10.0,5.0,7.726666667,1,8.541666667
RA-375,2023,,-1,,5.0,7.9,9.9,0.0,5.0,8.283333333,1,8.541666667
RA-376,2023,,-1,,5.0,5.9,9.6,8.5,2.52,8.226666667,1,7.916666667
RA-535,2023,,0,,10.0,5.6,9.4,9.0,5.0,8.95,0,8.125
RA-547,2023,,-1,,5.0,6.2,9.1,0.0,2.52,8.95,1,8.75
RA-548,2023,,-1,,5.0,7.4,9.1,9.0,2.52,8.283333333,1,8.333333333
RA-538,2023,,-1,,5.0,4.7,8.6,7.4,2.52,7.39,1,7.916666667
RA-365,2023,,0,,10.0,8.7,9.9,10.0,2.52,8.953333333,0,8.958333333
RA-559,2023,,-1,,5.0,7.4,9.4,10.0,5.0,8.506666667,1,8.958333333
RA-1104,2023,,-1,,5.0,6.4,10.0,5.7,2.52,9.063333333,1,8.541666667
RA-563,2023,,0,,10.0,6.2,9.7,6.4,2.52,8.726666667,0,8.75
RA-573,2023,,-1,,5.0,6.6,9.8,9.5,5.0,8.45,1,8.541666667
RA-551,2023,,-1,,5.0,5.4,8.6,10.0,2.52,8.393333333,1,8.541666667
RA-566,2023,,-1,,5.0,8.4,8.8,9.0,2.52,8.673333333,1,8.958333333
RA-555,2023,,-1,,5.0,3.9,8.1,7.4,2.52,6.946666667,1,6.25
RA-373,2023,,-1,,5.0,8.4,9.7,0.0,2.52,7.84,1,8.75
RA-1105,2023,,-1,,5.0,6.0,9.0,0.0,2.52,8.673333333,1,8.125
RA-546,2023,,-1,,5.0,5.7,7.2,0.0,2.52,9.173333333,1,8.75
RA-557,2023,,0,,10.0,8.9,8.2,10.0,5.0,9.62,0,9.375
RA-1106,2023,,-1,,5.0,5.1,9.3,8.5,5.0,8.003333333,1,8.333333333
RA-558,2023,,-3,,2.5,6.0,9.4,7.8,5.0,6.78,1,6.458333333
RA-560,2023,,-1,,5.0,4.0,8.4,0.0,2.52,6.0,1,5.0
RA-1107,2023,,-1,,5.0,7.5,9.4,9.0,5.0,8.783333333,1,8.958333333
RA-1108,2023,,-1,,5.0,4.7,9.3,0.0,5.0,8.283333333,1,8.541666667
RA-542,2023,,-1,,5.0,6.3,9.7,9.5,5.0,9.006666667,1,8.75
RA-543,2023,,0,,10.0,6.5,9.8,7.8,2.52,9.006666667,0,8.75
RA-556,2023,,-1,,5.0,7.2,9.6,8.5,2.52,9.396666667,1,9.166666667
RA-1109,2023,,-2,,5.0,3.4,6.4,10.0,5.0,7.836666667,1,7.5
RA-389,2023,,-1,,5.0,8.2,8.2,0.0,2.52,8.95,1,8.75
RA-1110,2023,,-1,,5.0,6.8,9.2,4.6,5.0,8.73,1,8.541666667
RA-568,2023,,-3,,2.5,7.6,7.9,7.0,5.0,8.01,1,8.125
RA-562,2023,,-1,,5.0,8.7,8.5,0.0,2.52,8.893333333,1,8.541666667
RA-1111,2023,,0,,10.0,5.4,8.9,0.0,2.52,8.173333333,0,8.125
RA-1112,2023,,-1,,5.0,6.3,7.9,9.5,2.52,8.616666667,1,8.333333333
RA-525,2023,,-1,,5.0,9.2,8.6,8.0,2.52,9.566666667,1,8.958333333
RA-357,2023,,-1,,5.0,8.7,9.6,8.5,7.52,8.23,1,8.75
RA-583,2023,,-1,,5.0,6.3,9.4,9.0,7.52,8.616666667,1,8.333333333
RA-584,2023,,0,,10.0,5.8,9.0,9.5,2.52,8.56,0,8.333333333
RA-586,2023,,0,,10.0,8.4,10.0,8.0,2.52,9.343333333,0,8.333333333
RA-1113,2023,,-1,,5.0,5.0,6.0,0.0,7.52,7.173333333,1,7.5
RA-413,2023,,-1,,5.0,6.3,8.9,7.9,2.52,7.503333333,1,7.291666667
RA-599,2023,,0,,10.0,8.5,9.5,10.0,2.52,9.286666667,0,8.333333333
RA-1114,2023,,0,,10.0,4.9,9.8,8.5,2.52,8.56,0,8.125
RA-401,2023,,-1,,5.0,7.3,8.1,4.0,2.52,7.116666667,1,7.083333333
RA-1115,2023,,0,,10.0,4.0,8.3,0.0,7.52,7.56,0,7.5
RA-1116,2023,,-1,,5.0,4.9,9.2,9.5,5.0,7.39,1,7.083333333
RA-604,2023,,0,,10.0,7.5,9.3,9.0,7.52,8.616666667,0,8.125
RA-605,2023,,-1,,5.0,6.8,9.5,9.0,7.52,7.84,1,7.291666667
RA-668,2023,,-1,,5.0,3.4,6.3,6.3,7.52,7.616666667,1,6.875
RA-1117,2023,,0,,10.0,7.3,9.6,9.0,7.52,7.946666667,0,7.708333333
RA-1118,2023,,-1,,5.0,6.0,8.8,5.3,7.52,8.28,1,7.708333333
RA-610,2023,,0,,10.0,7.0,10.0,10.0,2.52,8.896666667,0,8.541666667
RA-409,2023,,-1,,5.0,8.0,9.5,8.4,2.52,8.73,1,7.916666667
RA-466,2023,,-2,,5.0,4.5,7.6,9.5,6.89,7.056666667,1,6.25
RA-760,2023,,-1,,5.0,6.3,8.8,0.0,7.52,7.84,1,7.083333333
RA-404,2023,,-1,,5.0,6.0,8.3,7.9,5.02,6.89,1,6.875
RA-590,2023,,0,,10.0,6.5,9.7,6.3,3.77,8.34,0,7.291666667
RA-469,2023,,-1,,5.0,7.8,9.3,7.5,2.52,8.843333333,1,7.916666667
RA-1119,2023,,-1,,5.0,5.9,9.7,7.3,3.77,8.453333333,1,7.708333333
RA-1120,2023,,0,,10.0,8.3,9.6,9.5,7.52,9.676666667,0,8.958333333
RA-472,2023,,-1,,5.0,5.5,7.1,5.1,7.52,8.223333333,1,7.708333333
RA-1121,2023,,0,,10.0,8.0,9.9,0.0,6.26,9.84,0,8.75
RA-1122,2023,,0,,10.0,6.9,9.3,0.0,6.89,8.616666667,0,7.291666667
RA-438,2023,,0,,10.0,5.4,7.5,6.9,6.26,7.223333333,0,6.458333333
RA-408,2023,,-1,,5.0,6.8,8.5,7.9,3.77,8.45,1,8.333333333
RA-1123,2023,,-1,,5.0,5.3,8.9,7.3,7.52,7.113333333,1,7.083333333
RA-1124,2023,,-2,,5.0,3.0,8.0,9.5,7.52,7.786666667,1,7.083333333
RA-623,2023,,-2,,5.0,7.3,9.5,10.0,7.52,7.446666667,1,7.291666667
RA-661,2023,,0,,10.0,6.5,7.7,0.0,6.89,7.836666667,0,7.5
RA-626,2023,,-1,,5.0,6.5,9.2,9.0,4.39,7.613333333,1,7.291666667
RA-433,2023,,-1,,5.0,4.8,7.2,8.5,7.52,7.613333333,1,5.833333333
RA-614,2023,,-1,,5.0,8.6,9.1,9.0,7.52,8.563333333,1,8.333333333
RA-434,2023,,-1,,5.0,6.6,8.0,6.3,7.52,7.613333333,1,7.5
RA-603,2023,,0,,10.0,7.0,8.9,0.0,2.52,7.78,0,7.708333333
RA-436,2023,,-1,,5.0,3.4,4.7,7.5,2.52,7.613333333,1,6.875
RA-616,2023,,-1,,5.0,6.8,6.6,0.0,5.02,6.783333333,1,5.833333333
RA-437,2023,,-2,,5.0,4.7,8.4,8.0,7.52,7.78,1,7.291666667
RA-1125,2023,,0,,10.0,4.0,7.9,4.7,7.52,6.95,0,6.666666667
RA-619,2023,,0,,10.0,9.0,7.1,9.0,3.77,8.116666667,0,7.708333333
RA-620,2023,,-1,,5.0,6.2,8.4,6.8,7.52,7.503333333,1,6.875
RA-1126,2023,,-1,,5.0,,5.2,0.0,3.77,7.06,1,7.291666667
RA-1127,2023,,0,,10.0,6.9,9.9,8.5,5.02,9.01,0,8.125
RA-1128,2023,,-1,,5.0,3.5,7.3,9.5,5.02,7.503333333,1,7.916666667
RA-1129,2023,,0,,10.0,7.8,9.2,0.0,6.27,7.503333333,0,7.916666667
RA-1130,2023,,0,,10.0,7.3,8.4,8.5,7.52,7.503333333,0,7.708333333
RA-1131,2023,,-1,,5.0,9.1,9.9,7.9,5.02,9.286666667,1,8.75
RA-1132,2023,,-1,,5.0,5.8,6.3,10.0,6.27,7.503333333,1,7.916666667
RA-1133,2023,,0,,10.0,6.5,10.0,9.5,6.27,9.343333333,0,8.541666667
RA-1134,2023,,0,,10.0,6.8,9.7,8.0,3.76,7.56,0,7.916666667
RA-618,2023,,-2,,5.0,6.2,9.2,0.0,5.02,7.95,1,8.125
RA-631,2023,,-1,,5.0,7.0,6.4,0.0,6.27,6.78,1,7.916666667
RA-646,2023,,-1,,5.0,8.4,8.9,10.0,7.52,8.783333333,1,8.958333333
RA-451,2023,,-2,,5.0,8.9,9.5,8.5,4.39,9.896666667,1,9.375
RA-1135,2023,,0,,10.0,7.2,9.4,0.0,7.52,7.896666667,0,8.125
RA-649,2023,,-1,,5.0,6.5,9.3,9.0,3.77,8.836666667,1,8.75
RA-651,2023,,0,,10.0,9.3,8.2,0.0,3.77,7.95,0,8.75
RA-1136,2023,,-1,,5.0,6.6,8.1,6.8,2.52,7.723333333,1,8.333333333
RA-653,2023,,-1,,5.0,7.9,9.8,0.0,6.27,9.06,1,9.166666667
RA-456,2023,,-1,,5.0,9.9,8.3,0.0,4.39,9.953333333,1,9.583333333
RA-655,2023,,-1,,5.0,8.3,9.9,7.4,7.52,8.896666667,1,9.166666667
RA-656,2023,,-1,,5.0,7.3,8.9,0.0,7.52,7.173333333,1,8.541666667
RA-657,2023,,-1,,5.0,8.2,10.0,8.5,7.52,8.73,1,8.75
RA-644,2023,,-1,,5.0,5.9,5.6,10.0,7.52,7.503333333,1,8.541666667
RA-461,2023,,-1,,5.0,7.4,7.9,7.3,3.77,8.616666667,1,8.541666667
RA-632,2023,,0,,10.0,7.4,9.1,4.7,5.64,8.563333333,0,8.333333333
RA-633,2023,,-1,,5.0,7.2,8.1,1.7,6.27,7.286666667,1,8.541666667
RA-1137,2023,,0,,10.0,6.5,9.8,9.5,6.27,9.843333333,0,9.375
RA-1138,2023,,-1,,5.0,9.3,9.2,9.0,6.27,8.566666667,1,9.166666667
RA-1139,2023,,0,,10.0,5.3,9.1,8.5,5.64,7.79,0,8.125
RA-1140,2023,,0,,10.0,7.3,8.7,4.7,7.52,7.62,0,7.708333333
RA-445,2023,,-1,,5.0,8.4,8.8,8.0,6.89,8.176666667,1,8.541666667
RA-1141,2023,,-1,,5.0,5.9,8.8,9.0,7.52,7.113333333,1,7.708333333
RA-639,2023,,0,,10.0,6.3,8.1,7.4,6.27,7.62,0,8.125
RA-1142,2023,,0,,10.0,10.0,10.0,9.0,7.52,8.343333333,0,8.541666667
RA-642,2023,,0,,10.0,6.5,9.2,9.5,6.27,9.173333333,0,8.75
RA-658,2023,,0,,10.0,6.1,9.5,9.5,7.52,9.173333333,0,7.916666667
RA-588,2023,,0,,10.0,7.8,9.6,8.0,2.52,9.673333333,0,8.958333333
RA-662,2023,,-1,,5.0,6.7,7.6,6.8,6.27,6.72,1,7.291666667
RA-403,2023,,-1,,5.0,7.8,8.8,8.5,6.27,8.45,1,7.291666667
RA-591,2023,,-1,,5.0,6.9,8.5,9.0,6.27,7.333333333,1,5.833333333
RA-592,2023,,0,,10.0,7.6,9.2,6.2,3.77,8.95,0,7.916666667
RA-602,2023,,-1,,5.0,8.1,9.6,10.0,7.52,9.51,1,8.75
RA-666,2023,,0,,10.0,7.1,9.1,9.5,7.52,9.62,0,8.541666667
RA-667,2023,,-1,,5.0,5.2,6.9,9.0,6.89,7.836666667,1,7.083333333
RA-422,2023,,-1,,5.0,4.4,7.8,0.0,7.52,6.106666667,1,6.666666667
RA-595,2023,,-1,,5.0,3.3,7.0,0.0,7.52,5.55,1,6.666666667
RA-423,2023,,-1,,5.0,3.4,8.7,8.0,6.89,7.45,1,7.083333333
RA-669,2023,,0,,10.0,5.0,7.8,8.5,7.52,7.06,0,7.708333333
RA-670,2023,,0,,10.0,7.0,8.7,9.5,7.52,9.343333333,0,8.958333333
RA-609,2023,,-1,,5.0,5.3,6.4,9.5,7.52,6.216666667,1,6.875
RA-326,2023,,0,,10.0,8.2,9.4,9.6,3.14,9.76,0,9.0625
RA-179,2023,,0,,10.0,6.4,9.4,8.8,7.52,8.9225,0,8.59375
RA-1143,2023,,-2,,5.0,5.3,7.0,8.8,6.26,6.2075,1,7.5
RA-330,2023,,-2,,5.0,3.3,7.2,9.6,6.89,5.8275,1,6.71875
RA-332,2023,,-1,,5.0,6.8,8.4,9.2,8.76,9.175,1,8.28125
RA-199,2023,,-1,,5.0,8.5,7.6,9.2,7.51,8.505,1,7.96875
RA-1144,2023,,0,,10.0,8.0,9.4,0.0,5.02,8.0025,0,8.28125
RA-352,2023,,0,,10.0,7.2,8.1,9.2,6.26,7.17,0,7.96875
RA-1145,2023,,1,,10.0,7.8,9.5,0.0,4.39,8.63,0,8.59375
RA-1146,2023,,-1,,5.0,3.7,8.8,9.6,6.26,6.965,1,7.1875
RA-331,2023,,0,,10.0,5.2,8.6,9.6,2.52,6.7975,0,7.03125
RA-227,2023,,0,,10.0,6.9,7.5,9.6,5.63,7.4625,0,8.28125
RA-247,2023,,0,,10.0,7.2,8.5,0.0,7.52,7.5425,0,8.28125
RA-343,2023,,-2,,5.0,5.7,7.2,9.2,6.26,6.9225,1,7.65625
RA-1147,2023,,-1,,5.0,6.7,8.3,8.3,6.26,7.0075,1,7.1875
RA-345,2023,,-1,,5.0,4.6,6.8,8.8,6.26,7.1725,1,8.125
RA-336,2023,,-1,,5.0,5.1,7.5,0.0,6.89,7.255,1,7.34375
RA-346,2023,,1,,10.0,6.2,9.4,0.0,8.14,7.84,0,7.96875
RA-1148,2023,,1,,10.0,5.7,8.6,7.9,3.77,7.2125,0,7.5
RA-1149,2023,,-1,,5.0,7.2,9.8,8.3,2.52,8.1725,1,7.96875
RA-1150,2023,,-3,,2.5,6.7,9.8,9.2,2.52,7.835,1,7.96875
RA-1151,2023,,0,,10.0,8.3,9.5,7.5,2.52,7.545,0,7.65625
RA-356,2023,,0,,10.0,3.4,8.5,9.2,2.52,6.5025,0,6.09375
RA-1152,2023,,-1,,5.0,6.8,9.4,0.0,5.0,7.585,1,7.8125
RA-221,2023,,-2,,5.0,5.0,9.0,9.6,5.0,7.38,1,7.1875
RA-359,2023,,0,,10.0,5.8,9.2,9.6,2.52,8.255,0,7.65625
RA-360,2023,,0,,10.0,4.3,7.3,0.0,2.52,7.4225,0,7.34375
RA-338,2023,,0,,10.0,6.7,9.1,8.3,7.52,8.38,0,8.59375
RA-339,2023,,0,,10.0,7.1,8.9,0.0,7.52,8.255,0,7.8125
